# ex: set ff=dos:
# $Id$

# Cisco Discovery Protocol (CDP) contains a Platform field (0x0006)
# which contains a text field that describes the sender system

# References:
#   #1 Cisco, Frame Formats [web page]
#      <URL: http://www.cisco.com/univercd/cc/td/doc/product/lan/trsrb/frames.pdf> [Accessed Dec 30 2008] (Local cache: ref/Cisco-Frame-Formats.pdf)
#   #2 Cisco, Cisco 2500 Series Router Architecture (Document ID: 5750) [web page]
#      <URL: http://www.cisco.com/en/US/products/hw/routers/ps233/products_tech_note09186a0080094e93.shtml> [Accessed Dec 30 2008]
#   #3 ISPTrader Cisco Catalyst Switches [web page]
#      <URL: http://isptrader.com/switches.htm> [Accessed 30 Dec 2008]

# Fields
# Platform,Hints,Comments

# Routers
# Ref #1
# Ref #2
WS-C4503,           "",Catalyst 4500 Chassis (3-Slot),fan, no p/s
WS-C4506-S2+96,     "",Cat4506 Bundle, 1x 1000AC, 1x S2+, 2x WS-X4148-RJ
WS-C4503-S2+48,     "",Cat4503 Bundle, 1x 1000AC, 1x S2+, 1x WS-X4148-RJ
WS-C4506-S4-AP25,   "",Cat4506 Bundle, 1x 1000AC, 1x S4, 1x WS-X4306-GB, 1x4402-25
WS-C4506-S4-AP50,   "",Cat4506 Bundle, 1x 1000AC, 1x S4, 1x WS-X4306-GB, 1x4402-50
# Catalyst 4500 PoE Enabled Power Supplies
PWR-C45-4200ACV,    "",Catalyst 4500 4200W AC dual input Power Supply (Data + PoE)
PWR-C45-4200ACV/2,  "",Catalyst 4500 4200W AC dual input Power Supply (Data + PoE)
PWR-C45-2800ACV,    "",Catalyst 4500 2800W AC Power Supply (Data and PoE)
PWR-C45-2800ACV/2,  "",Catalyst 4500 2800W AC Power Supply (Data and PoE)
PWR-C45-1300ACV,    "",Catalyst 4500 1300W AC Power Supply (Data and PoE)
PWR-C45-1300ACV/2,  "",Catalyst 4500 1300W AC Power Supply (Data and PoE)
PWR-C45-1400DC-P,   "",Catalyst 4500 1400W DC Power Supply w/Int PEM
PWR-C45-1400DC-P/2, "",Catalyst 4500 1400W DC Power Supply Redundant w/Int PEM
WS-P4502-1PSU,      "",Catalyst 4500 Aux. Power Shelf (2 slot), incl. one PWR-4502
PWR-4502,           "",Catalyst 4500 Aux. Power Shelf Redundant Power Supply
# Catalyst 4500 Non-PoE Power Supplies
PWR-C45-1400AC,     "",Catalyst 4500 1400W AC Power Supply (Data Only)
PWR-C45-1000AC/2,   "",Catalyst 4500 1000W AC Power Supply Redundant(Data Only)
PWR-C45-1400DC,     "",C4500 1400W DC Triple Input SP Power Supply-data only
PWR-C45-1400DC/2,   "",C4500 1400W DC Triple Input SP Power Supply-data only
# Catalyst 4500 Supervisor Engines
WS-X4516-10GE,      "",Catalyst 4500 Supervisor V-10GE, 2x10GE (X2) and 4x1GE (SFP)
WS-X4516-10GE/2,    "",Catalyst 45xxR Supervisor V-10GE,2x10GE (X2) and 4x1GE (SFP)
WS-X4516,           "",Catalyst 4500 Supervisor V (2 GE),Console(RJ-45)
WS-X4516/2,         "",Catalyst 45xxR Redundant Supervisor V (2 GE),Console(RJ-45)
WS-X4515,           "",Catalyst 4500 Supervisor IV (2 GE),Console(RJ-45)
WS-X4515/2,         "",Catalyst 4507R Redundant Supervisor IV,(2 GE),Console(RJ-45)
WS-X4013+10GE,      "",Catalyst 4500 Sup II+10GE, 2x10GE (X2) and 4x1GE (SFP)
WS-X4013+10GE/2,    "",Catalyst 4507R Sup II+10GE, 2x10GE(X2) and 4x1GE (SFP)
WS-X4013+,          "",Catalyst 4500 Supervisor II-Plus (IOS), 2GE,Console(RJ-45)
WS-X4013+/2,        "",Catalyst 4507R Redundant Sup II-Plus,(2GE),Console(RJ-45)
WS-X4013+TS,        "",Catalyst 4503 SupII-Plus-TS, 12 10/100/1000 PoE+8 SFP slots
WS-F4531,           "",Catalyst 4500 NetFlow Services Card (Sup IV/V)
# Catalyst 4500 10/100 Linecards
WS-X4148-RJ,        "",Catalyst 4500 10/100 Auto Module,  48-Ports (RJ-45)
WS-X4124-RJ45,      "",Catalyst 4500 10/100 Module,24-Ports(RJ45)
WS-X4148-RJ21,      "",Catalyst 4500 10/100 Module, 48-Ports Telco (4xRJ21)
WS-X4148-RJ45V,     "",[EOS,SeePB4052]C4500prestdPoE10/10048-PortsRJ45
WS-X4248-RJ21V,     "",Catalyst 4500 PoE 802.3af 10/100, 48-Ports (RJ21)
WS-X4248-RJ45V,     "",Catalyst 4500 PoE 802.3af 10/100, 48-Ports (RJ45)
WS-X4224-RJ45V,     "",Catalyst 4500 10/100 PoE 802.3af 24-ports  (RJ45)
WS-X4232-GB-RJ,     "",Catalyst 4500 32-10/100 (RJ-45),2-GE(GBIC)
WS-X4232-RJ-XX,     "",Catalyst 4500 10/100 Module,32-ports(RJ45)+Modular uplinks
# Catalyst 4500 10/100/1000 Linecards
WS-X4548-GB-RJ45,   "",Catalyst 4500 Enhanced 48-Port 10/100/1000 Base-T (RJ-45)
WS-X4548-GB-RJ45V,  "",Catalyst 4500 PoE 802.3af 10/100/1000, 48-Ports (RJ45)
WS-X4524-GB-RJ45V,  "",Catalyst 4500 PoE 802.3af 10/ 100/1000 24-ports (RJ45)
WS-X4506-GB-T,      "",Catalyst 4500 6-Port 10/100/1000 PoE or SFP (Optional)
WS-X4448-GB-RJ45,   "",Catalyst 4500 48-Port 10/100/1000 Module (RJ45)
WS-X4424-GB-RJ45,   "",Catalyst 4500 24-port 10/100/1000 Module (RJ45)
# Catalyst 4500 100 Base-X FE Linecards
WS-X4248-FE-SFP,    "",Catalyst 4500 48-Port 100BASE-X (SFPs Optional)
WS-X4124-FX-MT,     "",Catalyst 4500 FE Switching Module, 24- 100FX (MTRJ)
WS-X4148-FE-BD-LC,  "",Catalyst 4500 FE Module, 48-Port BX-D (LC) (1550)
WS-X4148-FE-LX-MT,  "",Catalyst 4500 FE module, 48-port 100LX SMF (MTRJ)
WS-X4148-FX-MT,     "",Catalyst 4500 FE Switching Module, 48-100FX MMF(MTRJ)
WS-U4504-FX-MT,     "",Catalyst 4500 4-port 100FX(MTRJ) Uplink for WS-X4232-RJ-XX
# Catalyst 4500 1000 Base-X GE Linecards
WS-X4306-GB,        "",Catalyst 4500 Gigabit Ethernet Module, 6-Ports (GBIC)
WS-X4506-GB-T,      "",Catalyst 4500 6-Port 10/100/1000 PoE or SFP (Optional)
WS-X4302-GB,        "",Catalyst 4500 Gigabit Ethernet Module, 2-Ports (GBIC)
WS-X4418-GB,        "",Catalyst 4500 GE Module, Server Switching 18-Ports (GBIC)
WS-X4448-GB-SFP,    "",Catalyst 4500 48-Port 1000Base-X (SFPs Optional)

# IP Phones
Cisco IP Phone 7920,"",
Cisco IP Phone 7941,"",
Cisco WS-C2950T-24,"",

# Ref #1
# ???
AGS+,"",
AGS,"",
MGS,"",
CGS,"",
IGS,"",
cs500,"",
Catalyst,"",
A100,"",
Synergy,"",


